Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	CQI	corrupt	TBler
0.273786	DL	27	3	0	10	1	1	0	1	15970	28	1	0	45.1099	15	0	0
0.283143	DL	28	3	0	1	1	1	0	10	15970	28	1	0	41.9902	15	0	0
0.283214	DL	28	3	0	2	1	1	0	9	15970	28	1	0	44.4053	15	0	0
0.283286	DL	28	3	0	3	1	1	0	8	15970	28	1	0	45.5922	15	0	0
0.283357	DL	28	3	0	4	1	1	0	7	15970	28	1	0	46.292	15	0	0
0.283429	DL	28	3	0	5	1	1	0	6	15970	28	1	0	41.8248	15	0	0
0.2835	DL	28	3	0	6	1	1	0	5	15970	28	1	0	47.1084	15	0	0
0.283571	DL	28	3	0	7	1	1	0	4	15970	28	1	0	45.2804	15	0	0
0.283643	DL	28	3	0	8	1	1	0	3	15970	28	1	0	47.2047	15	0	0
0.283714	DL	28	3	0	9	1	1	0	2	15970	28	1	0	49.6363	15	0	0
0.283786	DL	28	3	0	10	1	1	0	1	15970	28	1	0	44.8345	15	0	0
0.293143	DL	29	3	0	1	1	1	0	10	15970	28	1	0	41.9928	15	0	0
0.293214	DL	29	3	0	2	1	1	0	9	15970	28	1	0	44.464	15	0	0
0.293286	DL	29	3	0	3	1	1	0	8	15970	28	1	0	45.6037	15	0	0
0.293357	DL	29	3	0	4	1	1	0	7	15970	28	1	0	46.3136	15	0	0
0.293429	DL	29	3	0	5	1	1	0	6	15970	28	1	0	41.8267	15	0	0
0.2935	DL	29	3	0	6	1	1	0	5	15970	28	1	0	47.2056	15	0	0
0.293571	DL	29	3	0	7	1	1	0	4	15970	28	1	0	45.3315	15	0	0
0.293643	DL	29	3	0	8	1	1	0	3	15970	28	1	0	47.206	15	0	0
0.293714	DL	29	3	0	9	1	1	0	2	15970	28	1	0	49.6682	15	0	0
0.293786	DL	29	3	0	10	1	1	0	1	15970	28	1	0	44.9288	15	0	0
