Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	Harq ID	K1 Delay
0.265929	HARQ FD Txed	26	5	0	1	6	0	15	2
0.265929	HARQ FD Txed	26	5	0	1	5	0	15	2
0.265929	HARQ FD Txed	26	5	0	1	4	0	15	2
0.265929	HARQ FD Txed	26	5	0	1	3	0	15	2
0.265929	HARQ FD Txed	26	5	0	1	2	0	15	2
0.265929	HARQ FD Txed	26	5	0	1	1	0	15	2
0.265929	HARQ FD Txed	26	5	0	1	8	0	15	2
0.273071	DL DCI Rxed	27	3	0	1	1	0	15	2
0.273071	DL DCI Rxed	27	3	0	1	2	0	15	2
0.273071	DL DCI Rxed	27	3	0	1	3	0	15	2
0.273071	DL DCI Rxed	27	3	0	1	4	0	15	2
0.273071	DL DCI Rxed	27	3	0	1	5	0	15	2
0.273071	DL DCI Rxed	27	3	0	1	6	0	15	2
0.273071	DL DCI Rxed	27	3	0	1	7	0	15	2
0.273071	DL DCI Rxed	27	3	0	1	8	0	15	2
0.273071	DL DCI Rxed	27	3	0	1	9	0	15	2
0.273071	DL DCI Rxed	27	3	0	1	10	0	15	2
0.275929	HARQ FD Txed	27	5	0	1	10	0	15	2
0.275929	HARQ FD Txed	27	5	0	1	9	0	15	2
0.275929	HARQ FD Txed	27	5	0	1	8	0	15	2
0.275929	HARQ FD Txed	27	5	0	1	6	0	15	2
0.275929	HARQ FD Txed	27	5	0	1	5	0	15	2
0.275929	HARQ FD Txed	27	5	0	1	4	0	15	2
0.275929	HARQ FD Txed	27	5	0	1	3	0	15	2
0.275929	HARQ FD Txed	27	5	0	1	2	0	15	2
0.275929	HARQ FD Txed	27	5	0	1	1	0	15	2
0.276929	HARQ FD Txed	27	6	0	1	7	0	15	2
0.283071	DL DCI Rxed	28	3	0	1	1	0	15	2
0.283071	DL DCI Rxed	28	3	0	1	2	0	15	2
0.283071	DL DCI Rxed	28	3	0	1	3	0	15	2
0.283071	DL DCI Rxed	28	3	0	1	4	0	15	2
0.283071	DL DCI Rxed	28	3	0	1	5	0	15	2
0.283071	DL DCI Rxed	28	3	0	1	6	0	15	2
0.283071	DL DCI Rxed	28	3	0	1	7	0	15	2
0.283071	DL DCI Rxed	28	3	0	1	8	0	15	2
0.283071	DL DCI Rxed	28	3	0	1	9	0	15	2
0.283071	DL DCI Rxed	28	3	0	1	10	0	15	2
0.285929	HARQ FD Txed	28	5	0	1	10	0	15	2
0.285929	HARQ FD Txed	28	5	0	1	9	0	15	2
0.285929	HARQ FD Txed	28	5	0	1	8	0	15	2
0.285929	HARQ FD Txed	28	5	0	1	7	0	15	2
0.285929	HARQ FD Txed	28	5	0	1	6	0	15	2
0.285929	HARQ FD Txed	28	5	0	1	5	0	15	2
0.285929	HARQ FD Txed	28	5	0	1	4	0	15	2
0.285929	HARQ FD Txed	28	5	0	1	3	0	15	2
0.285929	HARQ FD Txed	28	5	0	1	2	0	15	2
0.285929	HARQ FD Txed	28	5	0	1	1	0	15	2
0.293071	DL DCI Rxed	29	3	0	1	1	0	15	2
0.293071	DL DCI Rxed	29	3	0	1	2	0	15	2
0.293071	DL DCI Rxed	29	3	0	1	3	0	15	2
0.293071	DL DCI Rxed	29	3	0	1	4	0	15	2
0.293071	DL DCI Rxed	29	3	0	1	5	0	15	2
0.293071	DL DCI Rxed	29	3	0	1	6	0	15	2
0.293071	DL DCI Rxed	29	3	0	1	7	0	15	2
0.293071	DL DCI Rxed	29	3	0	1	8	0	15	2
0.293071	DL DCI Rxed	29	3	0	1	9	0	15	2
0.293071	DL DCI Rxed	29	3	0	1	10	0	15	2
